Text,Target
"similar to heparg cells, despite interbatch variability, the magnitude of induction of cyp3a activity by d",0
"similar to our findings, the study of fenakel et al. (16) showed greater efficacy of nifedipine than hydra",0
"similar to the heparg cells, the cortisol and prh cocktail consistently, variably, and significantly V_E_R",0
"similar to the parent drug, venous P_G P_G plasma P_K of 13-dmt and 15-dmt were only 13 ? 8% and 9 ? 7% of P_G plasma P_K, respectively.",1
"similar to the united states managed care study (glaxosmithkline, 2005a,b) but unlike kallen and otterblad",0
"similar V_E_R_B values of apparent enoxaparin P_K during P_G have earlier been reported20,22,23 alongside the P_G-V_E_R_B changes in the P_K of other renally eliminated drugs.",1
similarly anti-xa levels were also found to be V_E_R_B over the 24-hour period.,1
similarly the 100 iu/kg data was significantly different from both the 50 iu/kg (p<0.0001) and the 75 iu/kg groups (p<0.0002).,1
"similarly, among those S_T_U_D_Y taking indomethacin for short cervix and/or funneling membranes, the time",0
"similarly, health canada has issued advice that newborns may be adversely affected when P_G women use srri",0
"similarly, hutson et al. suggested that S_T_U_D_Y may not be a signi?cant factor in establishing the P_G P",0
"similarly, in a sequential study of women with recurrent fetal loss treated with 5,000 units of dalteparin, significantly V_E_R_B anti-xa activity was found post partum compared with 12, 24 and 36 weeks P_G (20).",1
"similarly, in other studies of lpv/r pharmacokinetics in P_G women, an undetectable viral load in the P_G was observed in 89% (24), 95% (22), 96% (23), and 100% (20) of S_T_U_D_Y receiving a standard dose and in 86% of S_T_U_D_Y receiving an V_E_R_B lpv/r dose (19).",1
"similarly, in twenty women being treated for preterm P_G with 10 mg nifedipine every 6 hours the mean steady-state dose-interval P_K was 86.1Ã”Ã¸Î©61.1 ?gÃ”Ã¸Î©h/l 8, which is comparable to our results, dose-adjusted to 10mg, for the 12 women receiving nifedipine every 6 hours (104 ?gÃ”Ã¸Î©h/l).",1
"similarly, many medical records S_T_U_D_Y descriptions of toxicity in the pp period, especially if ltg doses had been V_E_R_B during P_G.",1
"similarly, mean Ã”Ã¸Î© s.d. co - c "" ,-isotope labelled phenytoin P_K in n<- z evoh ) P_G (0.0246Ã”Ã¸Î©+0.0117 1kg'1 h-') was co * > higherthanmeanpost-partumclearance(0.0206 Ã”Ã¸Î© 0.0126 1 kgpr ha1), the differences being statistically significant (f = 15.968; d.f. 1, 4; p = 0.0172).",1
"similarly, moise et al. [22] observed a P_G-to-P_G ratio near unity about 6 h after a single 50-mg oral do",0
"similarly, our estimated mean infant dose for 7 ilett kf, kristensen jh, wojnar-horton re, begg ej.",0
"similarly, ritonavir P_G values were equivalent, during and off P_G, in seven women on lopinavir/ritonavir [20].",1
"similarly, the corresponding didesmethylcitalopram/desmethylcitalopram metabolic ratio was 54% V_E_R_B (0.44 ? 0.16) in late P_G compared with 2 months after the delivery (0.25 ? 0.08; p ? .001), suggesting V_E_R_B metabolism during P_G.",1
"similarly, the mean values for the daily area under the concentration-time curve, a pharmacokinetic parameter that reflects the daily systemic exposure to a pharmacologic agent, were significantly V_E_R_B for valacyclovir recipients than for acyclovir recipients.",1
"similarly, the pharmacological feasibility of purported neonatal withdrawal syndromes related to specific",0
"similarly, we have reported a significant reduction in anti-xa activity in V_E_R_B risk patients receiving 175 iu/kg as P_G advanced, at all stages anti-xa levels remained above the protocol-defined V_E_R_B limit of anti-xa activity for this group (0.3 iu/ml), therefore, dose 795 S_T_U_D_Y 3: mean (sem) anti-xa levels at 0, 4 , 10, 18 and 24 hours following tinzaparin injection at 28 and 36 weeks.",1
"similarly, we observed no significant differences among the P_K of S_T_U_D_Y reporting concurrent caffeine",0
"simulated concentration-time pro?les for the mother, venous P_G P_G, and neonate.",0
simulated lopinavir concentrationÃ”Ã¸Î©time curves following a missed dose with (a) 400/100 mg of lopinavir/ritonavir twice daily and (b) 600/150 mg of lopinavir/ritonavir twice daily.,1
"simulations with the developed P_K model, simulations were performed in nonmem to illustrate what amounts",0
simulations.,0
"simultaneous P_G and P_G plasma samples S_T_U_D_Y ii fluoxetine and norfluoxetine P_K in P_G S_T_U_D_Y no of sampies mean (range) conc entratlon (ng/ml) fluoxetlne norfluoxetlne 1 6 122.9(83.9-293) 169.4(115.4-379.1) 2 5 35.9(25.1-40.6) 71.0(44.2-79.8) 3 5 37.8(31-64.6) 31.0 (23.4-63.7) 4 5 93.2 (62.7-107.2) 35.4 (25-41.5) 5 6 23.1 (17.4-37.1) 41.6 (28.4-75) 6rt 5 41.3(18.8-84.2) 95.7 (39.5-214.8) 6lt 5 35.2(19.3-61.6) 77.4(38.5-141.4) 7 3 143.6 (128.5-160.7) 107.3 (98.4-112.5) 8 5 79.5 (29.6-101.5) 81.0(32.8-105.3) 9 5 47.8(32.9-58.6) 66.6(48.5-77.9) 10 6 189.1 (98.7-254.5) 143.2 (78. 1-177.3) * number of P_G samples S_T_U_D_Y during fluoxetine dosing interval. t twin fed from right breast (r) and left breast (l) only. were S_T_U_D_Y from three patients on four occasions: the samples were S_T_U_D_Y 1.8 hours and 3.1 hours after drug administration for patient no. 1, 4.5 hours after administration for patient no. 4, and 5.4 hours after administration for patient no. 5.",1
simultaneous P_G and P_G plasma samples were available for 5 valacyclovir recipients and 4 acyclovir recipients.,1
"simultaneously, a panel of biochemical variables was monitored to evaluate liver and kidney function and p",0
since a dilute infusion of oxytocin did not significantly V_E_R_B plasma midazolam values in the P_G patients it is unlikely to have played any part in the finding in the mothers in labour.,1
"since anaerobic bacteria are often involved in these and other P_G diseases (gilstrap & cunningham, 1979;",0
"since bupropion acts as a nicotinic cholinergic receptor blocker, it could potentially interfere with chol",0
"since cigarette smoking can V_E_R_B the expression of drug metabolizing enzymes [12], we investigated the",0
"since conducting studies in P_G women is challenging, adoption of such a design may have made the study un",0
since drug fluoxetine in P_G and developmental outcome of P_K may range from approximately 10% of P_G breast-fed infants.,1
"since ethical considerations prohibit examination of P_G before P_G, we have examined the maternofetal tra",0
"since glomerular filtration rate increases approximately 50% during P_G, renal tpm P_K is also likely to increase.",1
"since hsa is the major plasma protein, and appears to have a small effect on total S_T_U_D_Y of bupropion, it is unlikely that the V_E_R_B in serum albumin associated with the onset of P_G would have a significant effect on bupropion pharmacokinetics.",1
"since its introduction in 1985, the drug has been S_T_U_D_Y as racemate.",0
"since metoprolol fulfils these criteria, V_E_R_B hepatic metabolism in the P_G woman seems to be the most",0
"since only the free unbound fraction of drug is active and the level of plasma S_T_U_D_Y of clindamycin is relatively V_E_R_B, even a minor V_E_R_B in the level of S_T_U_D_Y might in?uence its ef?cacy.",1
"since P_K is V_E_R_B by about 50% in P_G, the P_K of drugs and metabolites which are primarily removed by the kidneys could also be V_E_R_B, so long as the tubular reabsorption did not increase.",1
"since renal function is significantly V_E_R_B by P_G, with marked increases in renal plasma flow (dunlop 1976) and glomerular filtration rate (davison and hytten 1974) of the order of 70%, it might appear that sotalol P_K is dependent upon these changes in the ante-natal period.",1
"since some of the hormones were rapidly depleted when incubated with heparg cells or schh, we adjusted the",0
"since the analgesic effect of ketorolac relates exclusively to s-ketorolac, it is reasonable to assume tha",0
since the commercially available heparg maintenance and induction medium supplements contain hydrocortison,0
since the exposure of the foetus and neonate to ssris depends on their pharmacokinetics and metabolism in,0
"since the hepatocyte medium supplements normally contain dexamethasone, a well-documented glucocorticoid c",0
since the onset of P_G appears to depend on local synthesis of prostaglandins regulating cervical ripening,0
"since these are variants most likely to result in V_E_R_B activity in the population studied, individuals",0
"since ugt1a1 and ugt2b7 are responsible for labetalol glucuronidation [4] and since P_G diabetes mellitus shows V_E_R_B glucuronidation capacity (68.4 vs. 77.9%) and V_E_R_B P_K values (162.7 vs. 84.2 ng.h/ml) of the isomer with ?-blocking activity (sr)-labetalol after oral administration of the drug, studies investigating the clinical response of P_G women to labetalol are necessary in order to determine the need for reducing oral labetalol doses in patients with P_G diabetes mellitus.",1
single dose P_K wereestimatedusingstandardnoncompartmentaltechniques.thetotal P_K was calculated utilizing,0
"sites S_T_U_D_Y magee-womens hospital of the university of pittsburgh medical center, pittsburgh, pa, univ",0
sivojelezova et al 2007 1 male infant born with a major birth defect following exposure to citalopram durin,0
six (15%) S_T_U_D_Y experienced uterine spotting and 2 (5%) experienced bleeding during the study period.,0
"six (38%) of 16 women in the 2nd trimester, 13 (32%) of 41 women in the 3rd trimester, and 5 (13%) of 38 women P_G had delays in P_K of raltegravir, defined as a 1-hour post dose concentration V_E_R_B than the pre-dose concentration.",1
"six children (25%) were small for ga (reference 10th percentile of birth weight for ga by gender, usa, 1991),22 which is V_E_R_B than observed in the usa for children born from hiv-infected women (7.3%).18 the darunavir P_G curves reported in this study were comparable to the reference pharmacokinetic curves reported in the literature for both the 600/100 mg twice-daily dose5,23 and the 800/100 mg once-daily dose,4,5,23 indicating that the P_G curves can be used as a reference for the normal, nonpregnant, situation.",1
"six hours after administration to P_G patients, the P_K of gentamicin were below the mic for sensitive bac",0
"six hours after antibiotic administration, only the cefazolin P_K exceeded the mic for sensitive bacteria both in P_G and in non-P_G patients.",1
six ml samples of heparinised blood were obtained through an indwelling venous cannula in the other upper,0
"six mm of the organic layer was added to 3.0 ml of 3m hydrochloric acid, the samples mixed and centrifuged",0
six of these women gave ultrasphere c8 column (250_4.6 mm) and a solvent ofconsent for a venous blood samp,0
six patients used 600/100 mg of darunavir/ritonavir twice daily and 17 used 800/100 mg of darunavir/ritonavir once daily; one patient used 600/100 mg once daily (due to previous hepatotoxicity and V_E_R_B darunavir P_K on 800/100 mg once daily the dose had been V_E_R_B by the treating physician; liver function normalized after dose reduction).,1
six patients with singleton P_G were in P_G.,1
"six underwent a primary cesarean delivery, ?ve for breech presentation, and one for suspected macrosomia i",0
six women S_T_U_D_Y cart prior to P_G.,1
sixteen (94%) of the 17 women on raltegravir with only nucleosides were on their first antiretroviral regimen compared to nine (39%) of 23 on regimens with drugs from three or more classes (p < 0.001).,1
sixteen women S_T_U_D_Y amoxicillin during P_G (18Ã”Ã¸Î©22 weeks (t2) and 30Ã”Ã¸Î©34 weeks (t3)) as well as 3 months P_G (pp) to evaluate single-dose pharmacokinetics.,1
"sl bup administration occurs with alcohol-based liquid preparations or tablet formulations, containing bup",0
"slow-release tablets 20 mg (adalat retard1 20 mg, bayer switzerland) were given all 8 h for a total dose of 60 mg/24 h in group 1 and nifedipine gits tablets 30 and 60 mg, respectively (adalat cr1 30 mg, 60 mg, bayer switzerland) were given every 12 h for a total dose of 90 mg/24 h in group 2, for at least 120 h.",1
small amounts of lopinavir cross the placenta.,0
smit contributed to the design of the study and preparing of the manuscript.,0
smit3 & m.,0
"smith, j.",0
"smith, philip j.",0
smoking may V_E_R_B steady-state clomipramine P_K [16].,0
smooth muscle relaxing effect will be achieved by blocking the in?ux of extracellular calcium into the myom,0
"snumber of women at each indicated time interval. 0.21 k 0.22 0.15 2 0.11 0.07i 0.83 0.13c 0.11 cable iii P_G serum and P_G P_K of ciprofloxacin, pefloxacin, and ofloxacin at indicated time intervals P_G kg/ml) P_G levels (&ml) time (hours) ciprofloxacin pefloxacin ofloxacin cipiofloxacin* pefloxacin* ofloxacin* 2 mean 2.06 sd 0.68 4 mean 1.06 sd 0.35 6 mean 0.54 sd 0.18 9 mean 0.30 sd 0.10 12 mean 0.12 24 4.75 2.45 1.57 0.81 3.63 1.47 hjl84)t 2.26(214)1.21 0.49 0.75 :i;; (94s 2.82 0.90 ;:;; wy ;:;; (104! 0.5111701 2.24(1oo)t 0.94 2.24 0.74 1.82 0.60 0.88 0.29 0.30 0.51 0.17 0.26 0.08 0.03 0.007 0.78 1.79(98)t 0.59 ;:a; (1oo)t &a;(98lt 1.91(13o)t 0.64 1.25(139)t 0.42 y; (125)t fg (112)t 00; (166)t vumbers in parentheses, percent. latio: breast-P_G level: serum level. ofloxacin are V_E_R_B than expected as coinpared with the obtained P_G in lactating women (S_T_U_D_Y iii).",1
"so far no adverse effects of nitroimidazoles have been demonstrated in neonates (amon et al., 1972).",0
"so far, no study has been published 72 h, using a manual breast pump.",0
"solid line with squares: lamotrigine (n = 5-20); dashed line with circles: lamotrigine-n2- glucuronide (n = 5-18); bl: baseline 0 10 20 30 40 50 60 70 80 90 100 98765432bl gesta?onal month % S_T_U_D_Y 1 relative V_E_R_B of mean dose corrected ltg and ltg-gluc serum P_K, respectively, during P_G.",1
solid line with squares: lamotrigine (n = 5Ã”Ã¸Î©20); dashed line with circles: lamotrigine-n2-glucuronide (n =,0
"solid lines, patients with V_E_R_B seizure frequency in the third trimester; dotted lines, patients with u",0
"solvent a was 20 mm ammonium acetate (ph 7.5) in h2o, and solvent b was 100% methanol.",0
"some investigators have reported V_E_R_B apparent cbz P_K at the end of P_G (dam et al., 1979; battino et al., 1982; lander and eadie, 1991).",1
"some newer and potentially valuable bene?ts from metformin have been reviewed recently.2 S_T_U_D_Y in these are its potential use in the management of P_G diabetes and for reducing the otherwise V_E_R_B rate of spontaneous abortion in women with polycystic ovary syndrome (pcos), a genetic disorder of complex and multifactorial origins affecting approximately 5% of women of reproductive age.3 the prescribing of drugs in P_G raises 2 main issues: exposure of the developing fetus to potentially harmful drugs, and alteration in the P_G pharmacokinetics as a result of signi?cant anatomic, physiologic, and biochemical differences.4 several recent reviews have described the disposition of various drugs in P_G as well as the P_G of endogenous molecules and drugs, including some oral hypoglycemic agents, but not metformin.4Ã”Ã¸Î©9 as part of an ongoing clinical trial of metformin and insulin in P_G, we recently reported that metformin P_G plasma P_K were similar to P_G plasma P_K.10 other than the raw concentration data in that small cohort of patients, nothing has been reported previously on the pharmacokinetics of metformin in P_G.",1
